id,text
242,"A few nights ago, I dreamed of me living in Chicago standing on a rooftop overlooking the city. The air was cold, and I could smell the rain and the food trucks down on the streets. I could hear the hum of cars and trains echoing through the streets. Suddenly, the sky turned a deep shade of pink, and snow began to fall even though it was the middle of summer. I streched my hand out to catch a snowflake, for a moment the city began to glow and I felt this powerful mix of loneliness and hope.  Like the world was huge, but somehow still meant for me."
243,I was swimming constantly at a swim meet and couldn't make myself stop.
246,"Me and my old debate coach who sexually harassed me were alone in my old debate room. It was set up the exact same way I remember it. It was a long room with no windows, and two long tables horizontal in the back, that contrasted the rows of desks. I can't recall where we were in the room, but he was rapeing me."
255,"I was swimming off a tropical beach with my mother. My mother has medium length blonde hair, and I myself have short, strawberry blonde hair. We were swimming across the water to an island on the other side. We were halfway across the water when a large, great white shark came. It taunted and watched us. We tried swimming faster but then it grabbed my mother by the hand and next thing I knew she was gone. I don't know where it took her, but next thing I remember I was swimming back. I was underwater the whole time and swimming extremely fast for a human, almost in a beaver-like manner. About halfway to the beach, their shark came back. I played dead and buried myself in the sand a bit at the bottom of the water. I remember the shark said something to itself but I don't quite remember what. Almost like he forgot something that he needed in order to eat me at the other end of the water. Nonetheless, he turned around and left me to go get that thing. I then began swimming in that very fast, beaver-like manner, until I was almost back to a dock on the beach when I noticed the shark behind me again. He was swimming very fast and ferocious, but I somehow reached the dock before he got to me. I looked at him and his fin swimming around the dock, like he was waiting for me to come back in. I then left and walked up to a wooden hut/beach house behind the beach. I remember feeling very worried and stressed throughout the whole dream. I was confused and what he had done and where he had taken my mother. I remember there were more people at the hut once I left, but I don't remember who or what happened after that."
257,I dreamt that my professor told me where my class was and it was in the wrong building and I couldn't where it actually was located and I set my alarm for 5 am to find this class and when I got there everyone there made fun of me because in the class that I was missing trying to locate was watching on the screen a video surveillance of me going to the place he told me it was and it was humiliating and I woke up feeling really embarrassed and intimidated by my peers.
259,I had a dream about my friend and losing them in a crowd. It was loud and hard to breathe.
260,"I don't really remember much of it but it was a series of unorganized events, like I kept doing activities that kept switching. And eventually I was in a car with my friends and we were driving, and for some reason we were angry. In the midst of that, it started snowing and we drifted off the road and died."
263,I was in the Arizona country side living on a ranch. My family and I were famous for horse racing and would care for horses. So I was training with my sister on the race track with our best horse. I road the horse three times around and stopped to let my sister on. The moment I let her on the horse it became angry and started jumping around. My sister was thrown off and she ran back to the house. I stayed behind and was blinded by a puff of dust. When I could see again I saw the horse but it had the body of a buff person. It started chasing me around the race track and my family was watching me from the porch. I tried to get their help but they just stood there laughing at me. My point of view changed to my sister and I could see myself getting chased by this buff horse and that's when the dream ended.
276,"I believe it was always my point of view. I don't remember a lot, but my roommates were gone and I thought they died, and I was scared and sad because I didn't know where they went."
277,"My recent dream involved me and a few friends going to the tetons and renting a cabin. The dream was in my perspective and was a single day of the trip and started off with me sitting at a table eating breakfast with my friends. I felt very relaxed but also super tired which kind of sucked and I was eating bacon and breakfast potatoes. It then sort of skipped to us packing up to go on a large hike though I do not remember the trail. We packed snacks, drinks, and our swimsuits as we knew there would be a lake along the trail. As we started, I remember feeling relaxed and happy as it has always been on my bucket list to experience the tetons. Through the hike, my friends and I talked a lot about life and how we will never forget this. Here and there I would take photos of the beautiful scenery with my new camera which made me feel accomplished because the photos started to become better as the trip went on. As the hike went on, I started to feel a little tired. The dream then sort of skipped again to the lake we got to and I remember me and my friends swimming for a while because it was such a nice lake and the scenery was immaculate. We played with a football and took a ton of photos. We then changed back into our old clothes and made our way to the peak of the mountain. As we got to the top the sun was beginning to set and the sunset was insane. I remember one of my friends saying ""wow"" as it was the coolest thing he had ever seen. We all took the time to appreciate everything in front of us while taking numerous photos. I remember the dream feeling super relaxed and almost like a video edit because of how cool it was. As soon as we started to leave, the dream stopped and I woke up."
278,"there was this murder and no one basically had any leads. there was a man in a shallow boat like structure and he was bloody but still in one piece. me being me i went to the crime scene multiple times to see if i could find anything. well it’s dark now and i see this truck pull up and this man get out. he does something i can’t see (to the crime scene) then gets in a drives off. well days later a women shows up to me and rushes me away “we have to go now it’s not safe here” so immediately i’m like woah who are you and she never answers..then there is a hole in my dream and it skips to a point where the woman and the man i saw earlier have confronted eachother . well the short way of telling the end of this dream is woman (red hair pulled into a pony tail,skinny structure,kind of short but tall too so average height, green eyes, wearing an all black wet suit almost) has now killed the big man in the truck after a long fight over something i have no knowledge of(big muscular man,no hair,black jeans,white t shirt,reddish brown beard,black shoes) and she’s now bagging up his body and throwing it in the dumpster across the riverside. then somehow we’re inside and there’s now blood everywhere but i don’t remember why. she’s scrubbing vigorously trying to get rid of any traces. by this time it’s daylight and the cops are arriving. well the women freaks out and goes to the door acting calm as ever and tries to talk them out of needed to search the place. well it doesn’t work so she hits the cop over his head and we are now running. that’s when i woke up)"
282,"The most recent dream I can recall took place three nights ago. I was back in high school, but it was some kind of mix between the high school I attended, Free State High School, and a school from a 1970s-set high school movie like Dazed and Confused. The school had 4 floors and a huge open courtyard, overlooked by balconies connected to classrooms. Outside of the school, the dream was mostly set in the car that I owned, a teal 240SX. This car was extremely quick, but handled like it had no steering wheel and was unpleasantly uncomfortable. No matter how I oriented myself in the driver's seat, I was always too close to the dashboard and couldn't press my foot on the clutch to change gears. My extreme happiness of owning the car was at times ruined by the moments when I couldn't control it. When I wasn't in this evil car, I was skateboarding with superhuman skill at the skatepark behind the school."
283,"I dreamt that my boyfriend and I were in a ghost town alone and he got really drunk and was super annoying and rude to me and then kept disappearing and being very hard to track down,"
286,I had a dream I was sleeping at my boyfriend's house and his roommate came into the room when I was asleep
293,"I was at my skating rink, and I had broken my ankle. It was a nice day outside, the sun was shining and i was coming out of the front doors about to walk down the stairs. As I was walking down I broke my ankle, and it hurt really bad. I sat on the ground and tried to call my mom. She picked up the phone and didn't really care what had happened to me. I sat there crying and I could feel the pain of the sobbing in my chest. I couldn't catch my breath because of how much I was crying and how much my leg hurt."
294,"I had a dream last night that I had to have a lab meeting with my mom and we for some reason had Indian food. Anyways I think I had it because I am worried about meeting with my research lab on Thursday since I have not done enough work for it yet. I think my mom being in my lab meeting in my dream was a sign that I need to get my work done so I do not disappoint her. Except at the end, it got less stressful because everything ended up okay and we all just ate the Indian food together. But now I am stressed about doing the work again after having the dream."
297,That i was swimming and I won the olypmic gold medal
298,I was at a mountain resort with my boyfriend it was very golden and Red colored. There was a buffet with so much food. It was my birthday and it was a surprise party for me. Friends were there. It was exciting
300,"It was like a monster survival situation. I knew that it was a dream so it was a bit thrilling but still felt a bit scared because I might still be able to feel pain. I was at my apartment when suddenly monsters started to flood in. I hid inside a brown mansion and eventually survived, even with the threat of some popcorn monster that disguised itself as a harmless snack."
304,"I was dreaming that the only ay to fic my mirror in my room was to change the batteries. I didn't really feel a certain way towards it, it was just a situation that happened."
305,i was happy and dancing with friends
308,i was going to texas with my boyfriend and all of my friends and it was alot of fun.
315,I was in my dorm room (first person) and on the other side of the jack and jill bathroom was my old crush.  I had no feelings for him but he kept trying to add me on socials.  I told my current boyfriend and he broke up with me.  I started crying and could not control myself.  I woke up with tears in my eyes.
324,"I had a dream the other night, and I was in a hair salon, and I was sitting in the chair playing on my phone, and when the hairdresser said that she was done, I looked up and she had given me bangs. I had not told her to give me bangs, so I was very shocked, but they actually looked good, and I liked them, so I didn't get mad at her. I remember feeling scared when I saw them, but I relaxed once I realized they looked good."
327,"I was back at home in Colorado. I was running on the hardwood floors in an anxious, panicked state of mind but I wasn't sure why. I realized soon that I felt this way because my crush was sitting in the living room waiting for me. I was shocked to see him as I walked downstairs, therefore I ran to my mom for help in the office, which was down the hall from the living room. I started helping her hang up the laundry that just came out of the washer. The shirts smelled clean and fresh, and they were slightly damp. I started nervously talking to my mom saying that he was in the living room, and she responded very calm and collectedly. She said she invited him over and I dropped the hangers in my hand. As I picked them up, I had a crazy impulse, and I acted on it. I ran out of the room and over to him, ensuring my mom couldn't see us, and I kissed him. Kissing him gave me such a rush because I had never kissed anyone before. As I ran my fingers through his hair, I quickly realized what I had done and I broke the kiss. I sprinted to my mom and I locked the door of the office behind me. I started panicking and I told her that I kissed him as she looked at me with curiosity. I sat down on the soft carpet. My mom started asking me questions about why I did it and how I felt about doing it. Some part of me was happy, but another part of me was so confused because I do not usually act on impulse. I stood up, thanked my mom for listening to me, and I walked out of the room. As I opened the door, I woke up from my dream."
330,I was sweating and scared when I looked down and saw that I had ring worm on my hand. This made me terrified I was thinking what will I do how will I make this go away its so gross. Then all of the sudden as im looking down at my hand the ring starts moving. this worm is crawling under my skin. I have never felt so much fear and disgust. I didnt know what to do so I ran to my mom to show her the sight of the worm moving around up my arm. My mom tried to help me get it out. Eventually somehow she did get the worm out and there was a feeling of relief but when i looked down again more had spawned onto my hand and I was back to fear and disgust. Then I woke up in a sweat. Worst dream ever.
337,"I had a dream about eating cheese puffs, and I thought it was so real that I woke up and literally licked my fingers."
339,"In the dream I had a ghost looming over me and I felt a sense of dread because I knew I couldn't do anything about it. Eventually, I had some sort of exam over something that I hadn't studied at all but when I got to my desk I fell asleep again and had a dream inside of my dream where I asked someone how to kill the ghost. I eventually got a special sword in my dream and when I woke up, I was no longer in math class but instead some parking lot and I found the ghost and killed it with the sword. I woke up from the dream immediately after killing the ghost."
342,"All of my high school friends cam and suprised me at college and it made me feel really happy, because i haven't seen them in a while and it has been hard without them."
344,"I dreamt last night that I was in a big house with my friends, some random people, and some of my customers from work. My friends and I were trying to solve a mystery/ investigate the house for the bad guy. There was a big conflict but the bad guy was eventually caught after my friends and I were all seperated and hid in fear. Then we all went to sleep in the giant house. We woke up, got ready to head home, and then one of my regulars tried to inadvertently flirt with me."
346,The dream was in first person where I started in an open field. There was a light gust of wind with the sound of the grass moving in the direction of the wind. It was dark outside with the only thing visible being the grass close by. I was frozen and staring out into the field and I quickly turned my head the right to the sound of a door opening. I turned back around to being in my room and feeling of panic that I was being dragged out of my body. I felt a sense of pressure and pain like i was being pulled up. There was no one else present besides me but I could hear breathing close by as i was being pulled up. As I kept being dragged fear and panic kept building up but i wasn’t able to scream until I woke up in a panic.
350,"I had a dream in which I was watching a movie with some of my friends, including people I had met from my training for a work position. My two friends were romantically involved and left without me, so I hitchhiked on a trash truck to get home."
352,"I recently had a dream that I was in the bed of a truck with a man without a face, but I knew that he had bad intentions and a knife. At this point, I was at a 1st person perspective. It was really dark and eerie, and there was a bunch of random dingy white cloth I was sitting around. It was night, and the sky was foggy and it kind of smelled like smoke, but the stars were still visible. The man brought from behind him this baby tiger with very bright blue eyes and he told me that I had to suffocate the tiger until it went limp or else he was going to hurt me. I was holding the baby tiger and just looking into its eyes for a while because they felt really alluring and like very lively. It was very cute, I was cradling it in my arms while petting it and I felt protective of the baby tiger. This was the only part of the dream that felt good. The man started yelling at me to do it, he was screaming very aggressively, and I was terrified, so I put one of the cloths over the tigers nose. It was struggling and squirming and I started sobbing because I didn't want to kill it so I took the cloth away and started running with the baby tiger in my arms. When I started running, it switched to a 3rd person perspective and I could see both myself and the man running through a large city with streets in the pattern of a grid. I kept trying to hide in alleyways and he kept finding me so I kept running. The running went on for what felt like forever. I went into a dessert store that was empty and hid behind the counter, but the man walked in looking for me again. I could see both his perspective and mine. I was breathing very heavily and still crying because I felt bad for the tiger and I was terrified but I woke up from the dream as the man found me behind the counter."
354,"I was on a boat with a police officer and a boy, the boy was crazy and ended up killing the police officer and his girlfriend on the boat."
356,"Recently, I have been stressed about my future, finances, and personal relationships. This dream reflected those fears. It was in first person, and the setting was vivid and realistic. I woke up in my bed, smelling bacon wafting from the kitchen. I couldn't tell it was a dream, but something didn't feel right. Unlike my room, there was nothing on the walls, across from my bed sat a small desk with a lamp, and the rest of the room was empty. My bed was hard, almost like it was made of cardboard, and I lay under a bright blue comforter and on a gray pillow. I heard a knock at the door. ""Come in"" I said softly, still unaware that I was dreaming. I looked up to see my father in the doorway. That was weird. I have not lived with my father for over six years at this point and have not spoken to him in four. I looked him up and down, he was older now. His hair grayed and his beer belly growing. He asked what my plans were for the day as if it were any other. This was the moment I realized I had to be dreaming, it sounded like him, and looked like him, but more similar to the image of him older in my head than reality. I asked him why he was here, and he said he didn't understand. I noticed his clothes, nicer than anything I remembered him wearing, and his hair was neatly trimmed. This has to be a dream, I thought to myself, feeling like it was all too real. I started to get emotional, bawling up and crying on the bed in front of my father. I felt fear, anger, loneliness, confusion, and most of all, wishing this version of my dad could have been reality. He came over to me, comforting me the way my mother always did when I was little. I wished he was this kind, this caring, but I knew it wasn't real, it couldn't be. I knew my father, and this man looked and talked like him, but was a version of my dad that cared. I started to get frantic, scared that this was a tactic he used to get close to me, deceiving me. Within the dream, I felt my body get hot, my chest get tight, and my fists ball up. When I looked up through my tears, the older version of my father was gone. Where he stood now stood reality, the narcissistic creep standing over my bed smiling at me as I cried. I screamed, then I awoke in my bed, at home."
357,"I was brought into work and told to sit down to talk to my boss, apparently I really screwed up and they said they would fire me and call the police. I ran out of my work at the hospital, and got into my car and then the police chased me but it wasnt normal police it was INTERPOL for some reason. I crashed my car on the run and that's when I woke up."
358,"A few nights ago, I had a stressful dream. I had straight hair, but my hair is naturally curly. I was trying to straighten my hair again because it was frizzy, but my friend Andrea wanted to do it. I remember her having a hot comb in her hand, but I was very hesitant to tell her that my hair would get burnt because it is not strong enough, or I don't have the correct curl pattern to withstand the heat of the hot comb. She told me that it would be ok and proceeded to do it. My hair is important to me because it is unique. My hair was burnt from the bottom in the dream, and I felt my heart sink. I was breathing heavy and didn't know what to do. Next thing I know, I see a lady with scissors behind me. The lady had brunette hair, and I know I've seen her before at Ulta. I told her I only needed the burnt pieces to be cut off and that my hair was originally curly, so if she cuts too short, my hair will shrink too much. I remember her cutting it too high, and I began to cry. I told her she did it wrong and that my hair wouldn't look right anymore. The last image I remember is looking in the mirror, having extremely short hair. This whole time, I felt stressed and cold. I was myself throughout the dream as well."
362,"This dream had no meaning. 

I was sitting on the couch in our living room watching The Simpsons (our meaning my family). We have 2 dogs, but they didn't exist in this dream. I was wearing tennis shoes, a t-shirt, and shorts. I was home by myself because it was Friday and I get home at about noon from school, and my family went to a store in a nearby city.

It was overcast outside, so the sky was gray and the air was pretty still. No movement from the trees and creepily, there were no animals outside. It had been probably 20-30 minutes since I got home. Then all of a sudden, the tv switched to the news and was talking about how people were urning into zombies and eating people. I tried to call my family members but none of them answered the phone. 

I didn't know if I should drive to them or not. I ultimately decided to stay home and hide. After about a week of chilling at home by myself, I went outside. It had only been a week and yet my whole neighborhood looked like it had been abandoned for years. Then my dream like fast forwarded and I was all of a sudden a nomadic person. 

I never found found or heard from my family and didn't know who I could trust, so I kept to myself. Like 3 months had passed and I was a seasoned vet. I had safehouses that only I knew about, I had learned multiple survival tactics, no matter how uncomfortable and unsanitary it was. I had also become desensitized to killing zombies and even had a few problems with humans. 

Then one day, I was scavenging a store when a little boy found me and asked if I could help him get back home. I asked where it was. He told me it was a college that he and his family took shelter at when everything started. I was thinking that this was going to suck since the college he was talking about was in a different city that was 40 minutes away if you drive a vehicle and take the highway. So this was going to be a long journey. 

Then my dream went fast forward again and we were there. We looked at the world a bit different now because we had survived many things like cannibals trying to eat us, raiders trying to take our stuff and leave us for dead, people trying to turn us into slaves, etc. We arrived at the school that I used to go to before the apocalypse happened. There were walls surrounding the place for security and they had guards who had spotted us and recognized the boy that I was carrying. 

We were tired, stinking, covered in blood and dirt, and we hadn't eaten in like 3 days. They opened the gate for us. I put the boy on the ground and both of us were hunched over and limping into the area. There were so many people there to see the return of this boy. Then we both started laying on the ground on our backs with our eyes closed and we both sarcastically said ""Are we dead yet? Please tell me we're dead."" Then the people started helping us up. Then my dream ended and my alarm woke me up."
365,"i recently blocked a girl i was best friends with. we were extremely close and i love her so much (platonically), i don't know why i did it but i feel so so guilty. i had a dream where she went on some kind of vacation with her family, and i wanted to make things right so some how i followed her. we were all on a cruise and i was sneaking between rooms, trying not to be caught. at the last second, as im hiding in the bathroom, she opens the door and sees me, and freaks out. i apologize profusely and try to be understanding of how she must feel, and she excuses herself because she's overwhelmed. then i wake up."
368,I had a dream that I was fighting my ex best friend.
371,My dream started with my friend being mad at me because I wasn't going to target with her but I don't remember how I found this out but then it switch to me being in a car with her and my other friend and my other friend was driving. I was in the backseat and we drove past this car going the opposite direction. I think our car kind of swerved into their lane but we didn't hit the other car. I looked back into the window and I saw the car had stopped and suddenly started reversing very fast at us. I started yelling at my friend to go faster because it was coming at us. It was so scary and I felt a sense of urgency but then I woke up.
372,"I was at my childhood freinds house after she had died, she's not dead in real life, and we were in her old bedroom sharing stories about her. her mom came in and got mad at us for being in her room then I woke up and it took a while to remember if she was really dead or not."
375,"I was playing a pick up basketball game with Darren Peterson, and we start to become friends"
385,"I had a dream that I woke up in my bed and my boyfriend opened my bedroom door. He is is basic training right now and I haven't seen or talked to him in three months, so the feeling I got in my dream was amazing. He came up and hugged me and we began to talk, but right as I was about to kiss him I woke up. I remember waking up and just feeling a pit in my stomach when I realized it wasn't real and that I was alone. In my dream it was almost like I could even smell him. Then I woke up and everything was gone. After an hour those weird and sad feelings went away."
388,I broke my old phone frequently and I just got a new phone. I had a dream that I was in a library and I reached for my phone and it was completely shattered and I had to tell my dad that I broke my phone
389,"In my recent dream, I went to visit my long-distance boyfriend. I remember walking around his campus and being in his apartment. I have vivid memories of being in a park. I remember feeling super happy and excited to see him. Now I'm not really sure how, but somehow my dream shifted really quickly to sadness and fighting. I remember going on his phone and seeing him texting another girl named Emily, and this led to a huge fight, where my boyfriend was extremely mean to me."
393,"i had a dream about my dorm, where i woke up and our window had broken open and popped ou,t and i had to fix the window and it was very scary and windy"
394,"I had a dream that me and my boyfriend bought a house together, and we brought the fish we got together about a year go, (true information) my pleco fish was huge, and jumped out of the tank, it was one of the fish tanks that's like built into a wood piece of furniture, sucked my boyfriends face, his dog who had just gotten a cyst removed from his neck tried to go eat the fish so I grabbed him because I didn't want him to eat the fish and accidentally ripped open the whole and has to permanently eat from a feeding tube. I felt soooo bad and was crying all around the house. A little later in the dream his mom asked why we already had a toddler room set up and I was extremely confused, so I called my sister and she came over to look at it with me, I then realized it was my childhood bedroom and my parents saved everything down to the art I had on the walls, and was saving it for my future child. I then cried and thanked my parents."
397,My point of view in my dream was first person. I was in a bedroom and it was dark but in a cozy way. There were white cozy curtains that didn't let any light from the window through and the walls were painted gray. I was under the covers and they were very comfortable and plush. The guy I have a thing for was there and we were talking. All of a sudden I was in the passenger seat of a red convertible and I saw myself from above. We were driving down a scenic road lined with trees that were changing as they do in the fall. I remember feeling anxiety at the point of being in the bedroom but freedom and thrill in the red convertible.
398,"The entire dream was in first person. I was in the French Quarter with my family looking through my grandmothers house after she had passed away. It is important to note that at this time we were on the second level of the house in a room  that was lined with windows on all four walls. It was midday, so the sun was shining through all of the windows. I had this immense feeling of comfort, warmth, and happiness in this room. Eventually, I had gone off by myself and had then found some type of secret passageway through the wall. All of the sudden I fell all the way down this dark stairwell and ended up in a pitch black room at the end of the staircase. The only light was coming from the crack under what looked like a door at the top of the staircase. I looked down to find that I was shackled to the wall in these extremely heavy chains. Once my eyes adjusted, I realized there were many people in this room that looked to be very emaciated, and they were almost pleading to be let out. There were these beings in the room that would come from time to time that looked very alien-ish. The best way I can describe them is those monsters called the Hollows in the movie Miss Peregrine's Home for Peculiar Children. Also, it is important to note that while in this room, I was filled with this overwhelming feeling of terror and hopelessness. I kept trying to escape but every time I would make it to the stairs I would be pulled back down the staircase by the chains that were shackled to my hands and feet. I genuinely believe this was some type of metaphor for Heaven and Hell or something alone those lines."
400,"My dream was from the first-person point of view for the entirety of it. I was in an unrecognizable neighborhood, waiting for my friends (real-life people I know) to pick me up so we could go to Worlds of Fun. I ended up missing my friend's time slot to pick me up because I was helping my dad garden at my neighbor's house. The next thing I remember was telling my friends that it was a good thing. I  didn't go because I got tests back from the doctor saying I had a cancerous tumor on my heart and liver. I started to feel afraid, and then I woke up very scared and wondering if I was ok."
404,"I tend to remember pretty normal dreams, especially if they were inspired or based on something from that day. In my last dream (yesterday night), it was obvious I was somewhat a part of the video game setting that I had been playing all day (Red Dead Redemption 2), set in the wild west, it started with kind of a mission or thought I had to myself, saying I could only wake up in my bed when my alarm went off when I had earned the sum of 1000$, which in a video game set a while ago was a lot of money, sort of insinuating that no matter how much time passed when i was in the dream none passed in real life, I started my life in the game becoming an orphan, which was kind of my way of setting myself up for a solo mission, that happened in the form of my parents (who in the dream looked exactly like my real parents) as owners of some small house in a kind of forested area came under attack, I remember in my dream it was either natives or outlaws, I wasn't too sure as in one part it was outlaws coming in to ransack and loot the house and then at the same time it was natives who threw torches in, burning it down, either way It shifted to me the next morning understanding what had happened, and starting to pack up supplies for myself, ammunition, things for the horse, all of which where in game objects in rdr2, in the dream for some reason i was much younger, referring to the prompt and attempting to answer as accurately as possible there was no smell or taste, or even point of view, I was just simply in it, I never saw myself or anything from my point of view, there where a few more ""scenes"" where I sort of time-lapsed through growing up, shoot a gun from off a horse, and be able to shoot targets well, the last thought before I woke up was about robbing someone, and if I should morally do it since it was just a video game, or since it was so realistic I felt as if consequences in general, the dream sorted ended there, probably when I went into a deeper sleep as I felt as though I didn't wake up from the dream, either way Im not sure if it is notable to the research but I slept through my alarm for 7, waking up at around 11:30."
405,"I was trapped in my childhood closet with people banging on the door, sitting in a pile of clothes with light coming in through the bottom crack of the door I was a younger child again crying trying to be quiet and not seen or heard holding my breath to be invisible but the person on the other side melted and slid through the door crack to reform and stand over me and when i tried to run my feet were stuck"
407,"This dream was in first person. I don't remember much but I remember who was in the dream. I was on vacation with my family and our family friends that we go on trips with. Their son is my age.
I remember feeling very happy."
408,"It was a dream about my last football game. I remember not being able to run, feeling the pain of being hit and feeling the emotion of playing in a game. It was very realistic."
409,"The whole dream was in first person, and essentially my parents kicked me out of the house (or maybe sent me away?) To live with my friend on his farm. I was attending college but had no financial support but I had to work overtime on the farm. For whatever reason, everything was in the color range of brown, orange, yellow or tan. Picture a stereotypical farmhouse made of only these colors next to an expansive wheat field. I remember feeling something not dissimilar to sadness, near hopeless and despair but still believing I could make this new life work, just that it would be significantly harder."
412,I was in a car with my family and we went around a corner of a street and a semi truck was besides us on the opposite side of the road and when we went around the corner the semi truck flipper over onto our car. I saw it land on us and then I saw white and then I woke up breathing really heavy and sweating and I was scared.
413,I was sitting in the dining room of my sorority house at a table with a bunch of random people I did not recognize. The only person I knew was who was sitting to my right which was Nic from Love Island. I remember it being in my sorority dining room however it felt like we were in an insanely busy restaurant. I remember it being very loud with a ton of background noise everyone was talking. I felt a feeling of comfort because even though the room was so crowded and loud Nic and I were just talking to each other and laughing about the fact that some man had just came up to him and asked for a picture. We were sitting in the corner of the dining room and there were big windows behind us and it was around sunset time.
415,I was getting prepared for my upcoming clarinet jury and was about to perform.
423,I had a dream that I was with my first boyfriend Lance. He was trying to get back together with me and his mother didn't approve of it because she doesn't like me since he and I was on and off so much.
424,"I remember being at a house with all of my friends and people at my school, everyone was in normal clothes and everyone looked and acted how they usually do everyone was having fun. Later than one of my teachers started to act weird with me and was slowly trying to assault me while the guy I liked was talking to another girl. I asked him to help me get away from my teacher and he didn’t care and went off with the girl that was from my school as well. I was then later assaulted and never looked at the teacher the same after even though it was just a dream."
426,"I was sitting in the school library worrying about some assignment that was due soon. I was really stressed about it and my leg couldn't stop bouncing. I was typing on my computer and doing the work, but nothing would show up on screen."
427,"it was first person, I was looking for my dog with my family, I felt sad and scared."
428,"I decided to take a nap in my dorm room, which lasted for about 45 minutes. In my dream, which was in first person, I was braiding my roommate's hair, when her boyfriend walked into the room with his friend and his friend's girlfriend. My roommate and the other girl started arguing back and forth, so I decided to step out of the room and go on a walk because it felt tense and awkward. I ended up walking all the way to Mass St., but it appeared very differently in the dream and was almost unrecognizable. As I was deciding to walk back, I was interrupted by a Halloween parade where candy was being thrown. I could smell the sweet smell of candy strongly, when suddenly, I felt intoxicated. I remember I had nothing to drink/consume in the dream the entire time, so I was very confused as to why I was feeling this way. I decided to ignore the feeling and continue walking back, ignoring the parade that was happening beside me. Suddenly, I face-planted on the floor and a bunch of my classmates from my high school were standing on the other side of the street laughing at me. I was extremely embarrassed and annoyed at this point, so I started walking to a safety point, which ended up being a warehouse. On the way of walking to the warehouse, I was almost ran over by about 10 semi-trucks in a row on the street. I was extremely startled by this, so I ran into the warehouse afterwards. Once I got inside, I realize that all of the semi-trucks were being shipped out from this warehouse and I felt as if I was being crushed inside. I felt a rush of panic, so I ran into the first empty space I saw in the warehouse. However, as I was trying to escape, the room continued to expand and there was no point of escape. It felt like I was in the backrooms and was running around in spirals. I decided to call my roommates and my friends, but nobody would pick up, so I turned around and went up a staircase, where I was met with a man. I shouted at him and pleaded for his help, but I was met to my surprise when he turned around. He had a severe case of scoliosis and kyphosis, along with having an extra pair of legs that were attached to his original legs. He agreed to help me out, but bombarded me with several questions before he let me leave. I was feeling very uncomfortable at this point, so I told him I had to leave. He suddenly got aggressive and pinned me down to the staircase with this 4 legs. I was immediately put into psychosis and I saw 4 images appear one after the other. It looked like a video game screen, the first image was telling me about my past, the second image was explaining my present, and the third image displayed my future. I felt extreme discomfort, like a heavy stone was pressing on my chest. I was unable to move an inch of my body, as I was laying supine from the floor with my head to the ceiling. I also started floating in the middle of these images appearing. The last image prompted a question of asking me my wishes, and he offered to grant them for me. I immediately snapped out of the psychosis and told him that I did not like this at all. After this, I woke up in a panic with a racing heartbeat and sweat dripping down my body."
432,"I was brought into a School that looked like a castle i was there with a group of people I didn’t know that specific group of people. We were given a tour then we were brought to a room some people from my high school showed up in army uniforms then they were taken to a room i ended up in the room with along with my mother, grandmother, and brother they were planning on stealing from the store, I remember feeling nervous about my brother being involved and at risk compared to the rest of us. I said I didn’t want any part but my mother said we need to then we could leave so I participated. I remember the store looked like the inside of hobby lobby but with items that were more valuable like jewels and i remember a row if dolls houses and thinking if we had the room i wold rather take one of those but we didn’t have time i tried making it quick but my family were taking to long i remember becoming irritated by having to wait. I was sitting in middle of the isle with my mother, and grandmother when i made i contact with a worker and older white women an i just new she new i felt my stomach drop but nothing happened my brother came over and said he needed to use the restroom and left it was a straight view of the bathroom there was a water fountain next to it I remember being switching point of views were my brother was in the restroom and found a note I don’t remember what was on the note though. Then i was taken back to my point of view i fell scared i was ready to wake up when it went black and i heard loud bang by the restroom my brother was in they it was like the swat team went in it i remember thinking that’s my brother in there then i woke up started and couldn’t go back to sleep."
439,Friend got into a fight
442,"In my dream I was in the Budig 120 lecture hall and i was being chased by a random girl that I didn't know, but I knew she was trying to kill me. I was scared and ran for my life jumping over the chairs on the upper level of the auditorium. I remember losing my shoes which were my brand new birkenstock clogs. I ran out of the doors eventually losing the girl, so once i knew she was gone i ran back into lecture hall and grabbed my shoes. I remember feeling an intense fear/ adrenaline rush when being chased by the girl and being very relieved when i lost her."
443,"i was just haning out in a neighborhood that awake i dont know but alseep i knew it because i had lived there for a while, but i go to this party its blue in there , people are drinking smoking dancing smilling and then i feel my right hip get hot and wet, i was shot and then i was shot 9 more times but it didnt hurt it was just numb and tingly"
445,"I recently had a dream where my step dad passed away. I remember being at the funeral and holding my mom hand, while comforting my little brothers. I remember feelings of despair, sadness, and grief. The funeral home was quiet and dark with stained glass windows, with the feel of a church. The majority of the dream was first person, until I gave a speech and it switched to third person."
446,"In my dream I was in a bar not too far off campus, it was loud and lively. Everyone was dancing and hanging out with their friends. I had too much drink and began to get dizzy and I couldn't focus like normal. I remember there being a boy who was around me the whole night, he confessed how he felt about me. At the time I wasn't sure whether what he was saying was the truth or if we both were just impaired."
