unique_id,sleepdiary_dreamcontent,,
21268S,"Dream 1: I was in a small church and had a long white wedding dress on. There was music playing, either an organ player or a recording, and some chairs in a small, empty, wooden room. I looked around for people and could vaguely make out voices from far away but couldn't see anyone. I saw two chairs at the front and I knew they were for me and the person I was getting married to. I went downstairs to another similar room. There was an L.L. Bean sweater on a chair and I picked it up. I wondered if anyone would come in. I smelled it and put it back. I thought it must be the preacher's sweater, or vicar's, or whoever. I sat there in the dark, waiting. Then I realized I had been sitting there for quite some time but I couldn't remember how long or what had happened while I was sitting there. I gathered that people had come into the church in the meantime and were waiting for the wedding to begin. But when I went upstairs there was no one there. Maybe they had already left. I had a handful of change that I brought for some part of the wedding, and I hid it in the cushion of one of the chairs. At some point, my husband-to-be came in downstairs. There you are! I thought. Then his friend came in and his friend was in blackface. They hugged and the makeup came off onto my fiance's face. I was horrified. I took him aside and said who is this?? He can't be in blackface!!! And he said, he's from Palestine, it's different there. I tried to come up with an analogous example to make him see how stupid that was. I forget what I said but I said something like you wouldn't show up in shoes to a Japanese person's house, you would take them off because you're following THEIR customs. I left the church and got on a train. I realized I was in a different country. I saw many colorful birds from the window of the train, including a flock of pink flamingos. There were some birds I couldn't quite make out and I realized that I had forgotten to pack my binoculars. I got off the train and began walking in a crowd. Then I saw my fiance's face through the crowd. He had come looking for me. He had a big notebook or book with him. I asked him about it. It was his research on Lithuania that he was doing for graduate school. I said my ancestors are from there! I thought we knew nothing about each other but that we were getting married, and that we had so much time to get to know each other now.   Dream 2: I was in the same church. I had been married and was talking to Chris L. who was at the wedding. There were posters on the wall in the shape of coca-cola bottles, big ones, that were stuck to the wall with glue. They had been put up for the wedding. He tried taking them off but they were very sticky. I got up to try and at first they didn't budge but then they popped right off. I looked at the back of one and saw that it took a little bit of the wood from the wall with it. Chris said that's okay. We took down the rest and I realized they were all posters for Thailand tourism. Chris asked if I had ever been. Then later, Colin was telling a man and a woman that they were about to be married and that she would be ecstatic. Colin turned into Richard from Grey's Anatomy and was mispronouncing the word. He said ""esstatic."" He was kind of hypnotizing them. I wondered if that was what had happened to me before I got married, since I didn't know my husband and generally had no desire to be married. Richard told the man he was going to be very angry. He told the woman she would sit in the chair until her head exploded. ",,
26280S,"Dream 1: I was watching the end of a scary movie with mom but didn't know it was scary. The main character woman went to a man and she was guilty about something and he crushed her skull, whipping her body into the ground multiple times. I woke up scared.     Dream 2: I was living with mom and my brother and decided to go out for a quick walk. I didn't bring my mask. I then decided to just walk downtown and get an ice cream. I went into a food court with a few soft serve places and it was pretty crowded and people weren't wearing masks which made me anxious. A couple of the soft serve places looked closed but had open signs. Then I saw someone behind the glass. The stands had glass up with the flavors written on them. I went to one with Japanese flavors like red bean. I wanted cantaloupe and didn't see it listed initially, but when I looked closer I saw it and saw that the corner of the card was folded over so it was hard to see. I saw jazz and Chris and got nervous to see Chris. I asked him what flavor I should get, red bean or cantaloupe. Then I said I've already made up my mind, I want cantaloupe. So I went up to order and felt weird about not having a mask, but no one else had a mask either so at least I wasn't the odd one out. I asked the person behind the counter if they had a preference between red bean and cantaloupe. She said that the prices were really different because of covid. I asked what the prices were. She said because covid affected produce distribution, the cantaloupe flavor was $9.99 and red bean was the regular price. I considered for a second getting cantaloupe because I really wanted it but decided it was too much and ordered the red bean flavor. They gave it to me but there was something wrong with it. I can't remember but maybe it was melted. I gave it back and they said they would make me a new one. Then all of a sudden the food court became a vigil for a victim of police violence and I felt awkward about walking up to get my ice cream. There were people lining up to speak at microphones and the middle of the food court was made of long church pews. Chanel was there and she got up to be one of the first people to speak. I saw all the food stalls shut down and the people at the ice cream place doing paperwork. I went up to them and said I was waiting on an ice cream but I was wondering if I could just get a refund. The girl who had been at a desk/counter writing handed me a check and said yes here's your refund. Oh thank you I said. I realized she had anticipated giving me a refund and had been writing me a check when I saw her writing at the counter earlier. I saw that robin was speaking and I was surprised to see him there. I can't remember what he said. I waited for Chanel to be done and then went outside. She came out and at that moment Dakota drove up on his motorcycle and she got on the back. I felt disheartened because I had waited for her and now she was leaving with someone else. They seemed happy to see each other despite having broken up recently. But then as I walked away they drove up behind me and I said hi, and they slowed down for me but then I began to run to be able to keep a good pace with them. Chanel and I talked about robin and she told me that he was now a police officer. I was surprised to hear that and felt disgusted by him. I looked up at the stars and saw pictures in them. ",,
10265L,"Dream 1: Sarah told me she dreamed she gave me a ring and then found the ring, maybe in her pocket. She gave it to me. It was made with gold wire wrapped around with little jewels. It looked very old yet unworn . There was a little bit of wire at the bottom you were supposed to use to secure the ring and it stood straight out like it had never been used. It was perfect, exactly the kind of ring I had been looking for. Because Sarah had given it to me in her dream, I felt entitled to it. It was mine. I put it on my ring finger and it looked very nice but it was a little loose. I put it on my other fingers and they were all a little loose. I was walking down a hallway as I did this and was showing two tall men I knew (I forget who they were now -- maybe one of them was Sam D?).     Dream 2: My roommates and I were getting ready to go out somewhere. It was a beautiful hot summer day. They were all going to take the subway and I thought I would bike there since it was so nice out. I really felt like biking. I thought I should put on a tank top because it was hot out. I told my roommates I would meet them there. When I got to the bottom of the stairs ready to leave I looked down and saw that I was wearing my pink and white striped long-sleeved shirt. What! I thought. I forgot to put on a tank top! ",,
8369L,"Dream 1: Shelby and I were in the upstairs dining room and went out to our very unused balcony. It was really nice out there if a little unstable feeling. I crouched down and could see through the window squirrels napping en masse in the leafy tree branches. I told Shelby to come over to where I was so that she could see too. We could see squirrels yawning and rolling over. Later, there were a few people at the house to look at it to rent, and we showed them the balcony. This time it was more like a big room.  Jac and I went in and took our shirts off towards the moonlight streaming in the window and lay down.     Dream 2: I was in a building hallway when Chloe Sevigny walked out of a room with someone else. She had a small pig on a leash, and the pig was covered in silky deep turquoise blue hair. Without saying hi to or looking at Chloe, I said hello to the pig who stood up on its hind legs, very happy to receive attention. I was aware that Chloe and the person she was with were watching me, but I still didn't look at them. I said, ""she's soooooo soft,"" which the pig was. Then I left and they went to go talk to someone else. The woman who was with Chloe came over to me and said, ""you're taking over for me now,"" meaning I was assigned to show Chloe around. I was taken aback and felt a little embarrassed; if I had known I would be working with her today I would have said hello and been more hospitable when I was petting her pig. I walked up to Chloe and was very friendly and she didn't seem bothered at all that I had ignored her earlier. We walked over to an event where we were supposed to be given disguises so that people wouldn't stare at us. I already looked different than usual, with dark blue hair and different makeup. We opened the doors to a large room full of young people. They all clapped when we entered. It was a university class and their assignment was to give us disguises. But first the instructor had them do a different activity, which I forget, but it ended up taking a very long time. I looked at the time and realized we had to be going to our next event. I whispered to Chloe that we should leave and she said ok. We started sneaking out quietly and then the instructor thanked us and everyone said bye. I thought oh well, I suppose we don't really need the disguises. Our next event was outdoors on a structure like a bridge or a treehouse. There was a group of people there. There were one or two people there who I had met before but they didn't seem to recognize me. Everyone seemed very happy to see both of us and to enjoy our company. At the end of the event, I said to one woman, ""it was nice to see you,"" but she didn't seem to be aware that we had met before. I realized that my new look was more of a disguise than I thought. After we left I asked Chloe what she wanted for dinner. I listed some options including gourmet pizza, which I had the menu for. The menu was paper and very old but in good condition, like it had been kept pressed in a book. I said, showing her the menu, they have pizza, calzones, and then they have a bunch of Armenian food like dolma and lamejun. She said ok let's go there. When we got there we ordered soup. As we were eating the soup I noticed something bright blue in the soup, and then realized that the soup was full of little bits of blue melted plastic. It looked like parts of a Tupperware lid. I called the owner over who I thought was going to be mad, but she was very nice and asked us what pizza we wanted instead. Chloe ordered a tuna anchovy pizza and I ordered the Greek pizza. By this point Chloe may have turned into grimes. ",,
14782S,"Dream 1: Steve had no school for the rest of the semester because he had gone in and done a gym day. Other teachers had to go in for the rest of the term if they decided to do the gym day on the last day of school. Steve came over and we walked to my room. We passed a room that my roommates were in. They were all watching Jeopardy, but it was hosted by RuPaul. Then Miss Vanjie appeared and did this presentation thing where she floated on the air and lay sideways. She looked like a cherub and was tiny.     Dream 2: I was on a bus, like a greyhound. Potty Mouth was on the bus, or maybe just Abby. Karisa was showing Abby a cat I had drawn for her in her planner. I think I had drawn Potty Mouth too, and Abby referenced my drawing of Ally. When we were getting off the bus, everyone went ahead of me and it was just me and the person I took a teaching workshop with left on the bus. He asked if I wanted kettle chips and turned into Karisa. We stayed on the bus too long and the doors closed and it kept going. Oh no, I thought, then I remembered that the next stop was just the underground part of Harvard Square and I could just go up and meet everyone outside.     Dream 3: I was at the Brandeis museum. One exhibit was of water and a voice told me that if you looked into the water and smiled, the dolphins would come up and say hello. They would know you were there because of your shadow. I looked in the water and smiled, but it was full of clothes. As I looked in the clothes swirled, going in one direction, and I couldn't see anything in the water. The water was just a small tank in the art gallery. I saw Riley standing behind me talking to other people and I got nervous. I was eating a plate of sauteed rapini which I had a hard time eating. There was someone else I knew there too, but I forget who.    Dream 4: I was in Steve's backyard. Mike's house was just behind his instead of next to it. We could see Mike's son and his friend behind Mike's house putting their ears to the wall below a window. They were listening and laughing. I thought they were listening to Mike using the bathroom. I didn't want them to see me and I was grumpy. I climbed into Steve's bed, which was outside in his backyard.     Dream 5: I was in a wheelchair racing through a bike lane in Amsterdam. I wondered for a second whether I should be there or in the street, but thought that would be horrible if people in wheelchairs were made to share lanes with cars. The brakes were at my feet and I had trouble pressing them and thought I had little control, but every time I had to stop I stopped exactly where and when I wanted to. I was biking with Steve and someone else. We kept going into a hallway and stopped at a huge painted wooden door. We opened the door and went in. It was an art gallery. I brought my bike in. I was going to lock it in front of the gallery by the ticket window, but a woman coming out of the gallery warned me that it might get moved. I remembered that the last time I came here, I had brought my bike, but it was my other bike that was very small and lightweight and I was able to bring it with me. I looked around and saw a door that said Exit. I told Steve I would  go lock up my bike. He and Marcel were buying tickets. I opened the door and there was a steep staircase. I hoisted the bike to my shoulder and started going up. I realized that I was carrying it wrong and getting bike grease all over my shoulder. Then the stairs got even steeper and I had to cling to the bike and the railing and really pull myself up. I think I got to the top. ",,
1142L,"Dream 1: visiting my aesthetician while she is quarantined in an airbnb we normally rent out with my family; dream 2: my birthday party (actually in 2 weeks) with only 1 friend and some people I don't know, the gift was a single roll of toilet paper and my ex was somewhere in the background ",,
11425S,"Dream 1:Someone on my camp staff was au I g a drug overdose at work and I was trying to get ahold of a rehab place to get him out of camp.  Dream 2: my camp/office was still a construction site, and for some reason I was driving one of the trucks that belonged to our construction company, I was trying to park it near the construction trailer but the breaks and stealing were funny and I was worried that the site superintendent was watching me from the window and I was really embarrassed.",,
641S,Dream 1. One of my brothers & I were naked  2. I was overlooking a strip of a park where quite a few people were. A hefty looking man started telling & shoving people to get  more tightly packed to accomodate others.,,
6912S,"Dream about a dytopian future where people could change their faces, sometimes multiple times...if you changed your face too many times you could lose yourself entirely; I was in charge of some task force responsible for something I can't remember now",,
13222S,dream about a pillow,,
4102S,Dream about a previous relationship and being in contact with this person again,,
7787L,"Dream about Adrian (a long time friend). We were on the phone together and I was Using the toilet and muting him to pee. Were joking back and forth. Outside the 2nd story room I was in (which is also the kids bathroom at my parents house, but also not) there is a gigantic lemon tree. With the texts Adrian sends he also sends an image of a Pacman game that he moves forward one by one with each text. I realize I've been ignoring that, and move pieces forward myself. However, I'm unsure about this as Pack Man is typically a one player game.. and I'm not sure if I'm playing it right. As I move the final ghost forward I notice an NPC is also in the game somehow walking around. I don't interact with them and close out of the screen. In doing all this im only giving him half my attention and he is suspicious about this, and asks if I'm still there and listening to him. We change the topic to how my hair is short when I see him (somehow I think we meant my facial hair. Which doesn't make sense as I certainly can't grow a beard, plus my hair is long right now) I tell him I keep it short to look cute when I see him. He says we'll be staying in the same hotel chain in different cities when we move; he and I are both in the process of moving to different states in the dream. We talk about meeting up or overlapping, but in the back of my mind I know I don't really want to see him, or rather I want to but I know it won't work out.",,
16268S,dream about an old friend,,
16803S,Dream about answering the long survey after reading the the message of three special surveys coming up ,,
25003S,Dream about arguing about delivering a gift by mail or remote order dream about fishing,,
21068S,"Dream about being at a medical appointment, with Doctor ",,
3762S,Dream about best friend who I FaceTimed with recently,,
9018S,Dream about getting a laptop for college.,,
9196S,Dream about goodbye party from my last job and after was in an old VW van chatting with 3 people when an avalanche covered our van.,,
17518S,"Dream about hanging out with friends, don't remember many details",,
897L,dream about helping Ken start a new consulting business. dream about helping mother stock up on food.,,
1902L,Dream about my boyfriends ex girlfriend being on a night out at the same time as us. Rest of the night was the night out - dancing and drinking. ,,
17432S,"Dream about my ex-husband and his ex-girlfriend. Saw them walking around, stopped and said hello.",,
6092S,Dream about my family,,
5580S,Dream about my grandmother. ,,
6081S,Dream about my old psychologist leaving,,
9393S,Dream about other people vomiting ,,
23819L,Dream about political persecution interrupted by 3am phone call,,
6023L,dream about Sean Paul visiting me and me telling him about poems that have been written for him,,
20073L,Dream about staying in a haunted house,,
21505L,Dream about still at work that was more than 15 years ago ,,
13761S,"Dream about taking a train from London to a station North of  London (""viper station"") to see a scultpure. Kept changing trains but somehow ended up back on the first  train. All hyper modern trains with hyper modern stations, almost sci-fi but like trains in Singapore. At ""Viper"" station, went down a huge wrought iron stairway with an enormous bronze turtle (not the sculpture I intended to see) surrounded by chains blocking the stairway. Had to walk on the chains to get across the blocked stairs to another old stairway, then woke up.",,
15576S,Dream about work. ,,
10007S,"Dream at end of night was vivid and long. Strap in! I was on some sort of planned holiday (it seemed like TO America, even though that's where I currently live) and I was travelling with my current fiance. We were staying at someone's house that I knew. Plot twist: I had planned this holiday ages ago when I was with my now ex-longterm partner, so he also turned up to where we were staying because he wasn't going to cancel the holiday plans just because we weren't together. He arrived from the airport when my fiance was taking a nap. He barely spoke to me but was adamant that he had every right to be there (even though he didn't know the host, only through me).  I then went to a concert and my fiance went into the city. The concert ended really early, at like 6pm (because it was at DisneyWorld??), so I came home early but then was annoyed that my fiance was out. I went out to buy bread with the host and when we walked back I learnt that the area had very strict jaywalking rules and I may have been caught on camera walking outside of a designated line (the rules were more complicated that standard jaywalking rules). When my fiance came home my ex was asleep so they still didn't meet, and my fiance was still unaware that he was even there. So I had to work out a way to tell him. Then I woke up. ",,
10377S,"Dream content is hazy. However, I remember the face of person I find romantically attractive. She was smiling. Dream content was positively valenced - I think we dialogued about something nerdy. Can't recall much more than that haha",,
4317S,"Dream content was a little more clear tonight. There were two distinct dreams - one with classmates and colleagues. Setting was at BC. Do not remember the dialogue - but the valence was joyful. Another dream content - related to past romantic interest. Likewise, unclear of dialogue, but valence was also joyful.",,
7361L,"Dream content was hazy. I particularly cannot recall much to be honest, but I know that I did dream.",,
7980L,"Dream content was hazy. Involved a past-romantic partner. Valence was not as pleasant. Woke up a bit dazed, but otherwise nothing too noteworthy.",,
21006L,Dream had a linear plot and music sound track,,
3681S,"Dream had to do with a family who lived close by my neighborhood. There were 2 girls and a boy. Very aloof. Later the one girl was at college with me,but a year ahead.  We had nothing to do with each other then or in the dream.The dream was like reliving old memories of them.  I wonder how she got home from college in the dream and even now wonder.  Why didn't we ever talk to each other or bother to know each other?  I tried to talk to her Once when we were in high school, but never in college.  She was very unfriendly in dream and in life lived up to her name...Barb.",,
2944L,dream had to do with garment material likely protective,,
8559S,"Dream I was attacked by someone trying to steal my car keys and phone and leave me abandoned in the woods, somehow it ended up with people at a restaurant organizing a adult party, and my aunt was in charge.. and I was trying to figure how to get and hide my car without getting killed",,
5520S,Dream in middle of night was related to repetitive work that I've been doing all week. I woke from it but then was stuck with hypnopompic hallucinations which I recognised as hallucinations but couldn't rationalise the perceptions which made it really hard to fall back asleep. This kind of thing happens pretty frequently.   Dream at the end of the night was about a party that my work colleagues put together for me. But then it had to be packed up by 3pm so I didn't get to take a photo of all the decorations they put up.,,
6185L,"Dream in the middle of the night was that I was in some sort of ""throuple"" relationship. I hated it, and hated the other girl. I tried to be nice though.  The dream at the end of the night was that I had gone to my partner's workplace (some market/warehouse?) and he said he had had $100 stolen from a wad of cash he had taken to work. We got in an argument as to why he took all the money to work in the first place. WHile we were arguing, I had my backpack stolen (it was the one I had in highschool for some reason), and it had my new laptop and wallet in the bag. I recovered the backpack, but everything had been taken from it. I then noticed that my partner had 3 noses and sort of looked like a pig. It was like he had dressed as some character for cosplay. He refused to answer why he looked like that. ",,
7612L,dream involved a friend who has called the day before,,
22627S,"Dream involved a haunted farm and soccer field. There were traps for friends who were with me. After navigating through the traps, there was a soccer game with superhuman individuals. Friends from college were involved and planned to go out after.",,
152L,Dream involved a high school friend who I have not seen or spoken to in 13 years. Dream took place in today's day and age but had nothing to do with COVID 19. ,,
12959S,dream involved my father in a family house that was understood not to be his any longer but he was upset at not finding clothes he wanted,,
513L,Dream is starting to fade.,,
17007L,"Dream my friend had a baby and we were in her house and going on hikes, I was holding the baby but nervous the whole time I was going to drop it",,
3005S,Dream of teeth falling out.,,
5882S,"Dream one about an hour after I fell asleep: I woke up with a start. My dream was that I got a tweet from an esteemed colleague criticizing me for tagging her in a post about disease treatments. I immediately in real life checked my phone to make sure it was just a dream.    Dream two: in the future I was scheduled to give two talks at a conference-- one before lunch and one after lunch. I decided to go ocean swimming in between talks, and it felt great, but the tide was going out and it was hard to swim back.  The organizer called me angrily 3 minutes before my talk was scheduled to begin as I was getting dried off.",,
5801L,Dream primarily was about company event during a time I worked in another industry.,,
8074L,Dream recall is hazy right now. The dream happened closer to waking up this AM. Persons/objects in the dream related to work and professional stuff. Not much else can be recalled about it.,,
4877L,Dream related to a virtual social event that I have to participate in today that I am dreading. ,,
3604L,dream related to being at a university,,
15134S,"Dream remembered was about loosing track of things, times, dates, tasks",,
10389S,"Dream snippets: I was applying red and blue ballpoint pen as eyeliner in a mirror. Then I put some on someone else (I think Steve) who didn't like it.     Maybe the same dream, or a different dream: I was in a building lobby, waiting for someone or something. I passed by a glass door to a small room, almost like a shower stall, and saw Ollie (my roommate's cat) in a bucket. He was just waking up, very groggy, and coughing. I remembered that he had a vet appointment and realized from seeing him there that the vet had sedated him until it was time for his appointment. I looked around for someone to ask about the vet. But then I saw a woman in scrubs and a mask walk into another room and I knew that meant that they were ready for Ollie.     Next dream: I was in my school department's building in the anthropology section, which is where Madison had her office. Justine was in there talking to Madison. I walked in and asked Justine if she worked there (if her desk was there); there was an empty desk behind the door. No, she said, she was just returning these. She was handing Madison something, I think headphones. She said she had been borrowing them every morning. While she was explaining that, Chanel came in and said goodnight and bye to each of us individually. I didn't acknowledge her until Justine was done talking, then I turned around and said goodnight Chanel. Oh, now you speak to me! she said, and got very angry. I was very confused and taken aback.",,
23024S,Dream surrounded a TV show I had watched prior to bed,,
10203L,"Dream that a cat as well as someone's grandma was giving birth but the babies were stuck in the birth canal and were rotting there and causing the mothers to be to be lethargic and begin to die. My partners family was picking out shreds of rotting flesh, I asked to help but they declined. They asked me to do other supportive things, like make coffee. My partners big sister was unhappy and spot out some black coffee. I told her I'd find sugar or milk, I take coffee black and don't keep creamer in the house. Another word party about this dream is that my cat is a boy... And this definitely not at risk for having kittens.    I had a dream where I was in an inpatient hospital as a patient. I felt very ready to leave but wasn't allowed to yet. There was another patient who was very controlling that enjoyed ""showing newcomers the ropes"", but was very manipulative. He wanted me to rely on him and was unhappy that I was self sufficient; he would make thinly veiled threats that I would need his help or protection. For some reason one of my priveledges was making figurenes out of clay. I was frustrated as u wanted to go home but knee any type of angry outburst would just keep me there longer.    I dreamt that I was somewhere with Dr Oakley. I think we were in my grandparents house. We were doing work and picking out tv shows to watch we worked. We both took showers. She used a color dye care shampoo. She was called home and forgot her shampoo in the bathroom. In the meantime, somehow someone I used to date was there. He also took a shower, and called to me to see if I had and clean towels. I said there weren't any, but he could use my clean towels I used yesterday. I walked up to my room (now in my parents house with my room still how it was when I lived there) and there were folded dirty towels all over the place. I had the thought that I needed to do laundry. ",,
14724L,"Dream that a friend was getting married and was going to be a very small wedding. I was helping with the planning and we were kind of doing a little drive around to look at scenery a very small ceremony. It was definitely in line with distancing and not seeing people in this time of Covid. I had a hard time falling asleep because I felt like my arthritis was hurting, but I did not take anything for it.",,
12849L,Dream that me and my boyfriend were staying at a motel (which looked like the Red Rood Inn in Framingham where his aunt is currently living). Not sure what we were doing there but some of his cousins showed up to visit.,,
958S,dream that my best friend's mom was hospitalized with covid and i was visiting with her and also using to opportunity to hook up with my high school sweet heart,,
16847L,Dream that my son (who is a sweet kid) had become a bully - it was so out of character that I realized in the dream that it was a dream.,,
9675S,"Dream was a positive one -went  to a gathering at a friends house, laughter, a meal. Nice to wake up to a positive dream!",,
9052L,Dream was about an embryo born as a clear but tiny living thing that swelled up when one tried to feed it.  ,,
15836L,Dream was about ex boyfriends child and a coworker.,,
19478L,Dream was about getting back together with my ex. Very unpleasant; his mother said nasty things to me. and overall dream was not pleasant at all. ,,
21987S,dream was about my childhood family - we were all young again,,
333L,"Dream was about skiing and the lodges closing, which was stressful",,
8499L,Dream where I was being chased around a mall by this business owner,,
9801S,"Dream where we were supposed to pair in couples and I coupled with Aaron Paul from Breaking Bad (which freed on Netflix an unreleased 15mn episode in Rocky Mountains).  Later a friend from college came to me to try to become a couple but when I told her, she found someone else that she met/ interviewed (a short guy in a hello parka)  Another part of the dream was a young kid (supposed to be me?) with an old briefcase, going to churches if I recall correctly to meet/ sell something  ",,
6619L,Dream with a friend coming to visit me and my wife before I went to the gym. Tried to used several pieces of equipment but had difficulties as gym was full and due to COVID making some equipment out of order.  Part of the dream was out of the gym with that friend having a fight with her husband in the street.,,
15693S,"Dream with past colleagues from different companies, in an apartment in London where we all were and an homosexual couple of women + a friend of my wife's family were living and received us",,
2317L,Dreamed a neighbor was insistent I keep on my side of the property line because of social distancing due to Covid 19,,
13854S,Dreamed about a crime. The suspect was caught trying to obstruct evidence by pouring clear liquid into sample bottles. ,,
3212S,Dreamed about a new house I was going to live in filled with leftover stuff from the other person but it was huge and we explored it with a bunch of college friends and were amazed by how many rooms and windows it had,,
8183S,"Dreamed about a person in my old highschool who was ""gay"" in my dream but not in real life",,
2290L,"Dreamed about a tv show I am watching, nightmare. ",,
4965S,"Dreamed about an ex visiting me. I lived in a warehouse that I rented as a hostel and he stayed in it for a while. The hostel had no chairs or separate rooms, just cubicle walls to divide spaces for people. He was the only one staying there though. His wife came by for a couple days just to drop him off and pick him up. They had an open marriage so we got back together briefly for the time he was there. I don't think I was married in the dream.",,
4208S,dreamed about being an under water creature.  There was a big whale trying to eat as much as it could of my kind. A small group of us fled and on our way we met other tribes and warned them. The whale always catched up. This story repeated itself but always a bit different - one time our tribe found an under water city to hide in but had to keep the lights out for the whale not to find us.  One didn't and the whale destroyed the whole city.  In one version we reunited with a part of our tribe at the end with the knowledge to have won over the creature.  In one version we had to hide in a busy market wandering from store to store to keep a low profile ,,
9143L,"Dreamed about being back at school teaching, and taking over someone else's class because their kids were being crazy.",,
20274S,Dreamed about being in a show that I used to watch,,
1185S,Dreamed about being in the astronaut program and it getting shut down. ,,
6959L,Dreamed about being quarantined but I do not recall the details.,,
8041S,Dreamed about being reunited with an old friend. I don't remember much else except that it didn't feel like a happy dream.,,
13552S,Dreamed about being with friends,,
18747S,"Dreamed about birds, coming to my birdfeeders at school. ",,
23436S,dreamed about buying a new home,,
12139S,Dreamed about cancer doc and bald head and chemo (2005 and 2014) and kids in iron lungs when I was seven and in hospital for ITP.   ,,
21396S,"Dreamed about cats. Someone took my cat -- the cat I had in childhood. I was looking for him, went into this house, it was like a maze, but I had to maneuver on hands and knees. Finally found my cat, and someone had removed all his fur. And now he could talk. He was telling me about riding in cars and how much he disliked riding in cars.",,
23642L,Dreamed about confronting some family issues going on,,
9942S,Dreamed about Covid and getting sick and not knowing if I was going to go to sleep and not wake up ,,
11460L,"Dreamed about COVID-19, but I don't remember all the details and I do not remember being frightened or scared it was just a matter of fact information",,
14395S,dreamed about developing a new high tech material that was stronger than steel and lighter than any competitive material. The dream involved how to fund the development to bring the material to market,,
21080L,"Dreamed about driving in my car with some friends and some birds, large birds; we were supposed to be taking the birds somewhere but I can't remember where, not certain I knew. We just rode and talked about all kinds of things while the birds perched on the backs of the seats or on laps. ",,
7361S,Dreamed about family (extended) and sister,,
8749L,Dreamed about family members when we were younger,,
12154S,Dreamed about fitting things into square plots. I had been planning a garden yesterday.,,
11686L,Dreamed about flying around an apartment but actually jumping and it was someone elses and being caught but scaring them. Dreamed about being at my sisters bachelorette/wedding shower and at my Grandmas house but it wasn't her house it was some scary attic i couldnt believe she lived in. And she was still alive but dead and had a worker.,,
23470S,Dreamed about flying somewhere for work in business class and choosing the meal,,
12915L,"Dreamed about forgetting to feed my deceased dog (she passed about 2 years ago), was upsetting in the dream but not after waking up",,
11083L,"dreamed about giving blood - they knew I had issues feeling faint while giving blood, so my mom (??) injected me with a massive silver syringe filled with saline. The rest of the dream was spent waiting to start giving blood and observing the others around me",,
9085S,"Dreamed about going to Cuba with people from highschool that I dont remember and feeling guilty because we ""werent allowed"" ",,
17165S,Dreamed about group projects at school,,
7176S,Dreamed about having sex with 4 people plus myself but have never had similar experiences,,
9663S,"Dreamed about highschool people, a random necklace, about faith and being bulimic and people could see it in my face because it was puffy and about being late for a math test",,
13976L,Dreamed about interpersonal conflict,,
18883S,Dreamed about looking at houses,,
8492S,Dreamed about my gecko  Dreamed about fighting with my sisters and being bulimic,,
19217L,dreamed about my grandson,,
7417L,Dreamed about my sister becoming addicted to smoking,,
12918L,"Dreamed about no social distance, a weird swimming pool that I always dream about that doesn't exist, and a gym being open. ",,
9999L,Dreamed about people from highschool and university and going grocery shopping and living in a place which got all gross because I let a friend stay over,,
22355L,Dreamed about people getting engaged,,
1980L,Dreamed about Pickled veggies that I want on a sandwich. ,,
23332S,Dreamed about playing w my grandson ,,
2134S,"Dreamed about portable x rays, arm wrestling with a doctor and getting air with the portables!",,
6367L,Dreamed about riding the bus. It included a  coworker I haven't seen in years / one I disliked and her dog.,,
11024S,"Dreamed about running for college queen but it was unorganized and seemed to be divided in 2 groups and the competition was sharp shooting. A girl from the other group, a senior, studying to be a teacher, scored 160 and everyone in my group scored way less. The groups were physically divided and it was very unorganized and confusing. I had my little dog and someone was grumbling about that. Then the entire group had to move to another location and I woke up.",,
6518L,Dreamed about someone in high school knowing french and about yoga,,
11390L,Dreamed about tedious work.,,
9439L,Dreamed about the gym reopening and being pissed that I didn't know it was open for weeks and weeks and weeks,,
306S,dreamed about travelling to Europe,,
23731S,Dreamed about vegetable gardening ,,
5628L,Dreamed about visiting old friends and an ex at a campground ,,
19476S,Dreamed about walking in hills of Vermont-( where I was the last 3 days),,
9969S,Dreamed about work,,
5595L,Dreamed about work I have to do,,
19184S,Dreamed about work issue that has been a problem.  The system at work was recently changed to move shared files to the cloud and it has created problems with accessing and using certain features.  In my dream it looked like nothing had been updated for a week.,,
5701L,"Dreamed about work, boss came to house talking about some projects. Husband was given money ",,
6197L,Dreamed about work.  Dreamed about ritual sacrifice of Mayans (but it wasn't a nightmare).  Had several other dreams I can't recall.,,
23034S,Dreamed about working out situation,,
19308L,"Dreamed before each awakening. Only remembered one.   I was looking at a kind of map, dark gray background, with black holes, filled in circles. I was near the sea, and water was getting close to a high wall. I remember wondering how long before it rises up the wall.  ",,
3787L,Dreamed had a bad outbreak of acne,,
20007L,Dreamed I finally told my family my true feelings that I have been holding back for years,,
8669L,Dreamed I had a new job,,
18023L,Dreamed I had a virus I couldn't find a cure for,,
10592L,Dreamed I had bad breath,,
21960S,Dreamed I had COVID and was in hospital and no one could visit and I was scared and lonely ,,
17254S,"Dreamed I had run into a classmate from this past semester, whose husband (in real life) is in the hospital with COVID. This was true in the dream, as well, and I was trying to check in to see if she was okay. She was describing precautions she and her kids were taking, and saying they were feeling okay themselves, but I think I woke up before I could find a way to ask about her husband as well without seeming pushy or nosy. Had been thinking about if/how to reach out to her just before going to sleep - since it was through a roundabout route that I found out her husband has been sick.",,
21553L,Dreamed i lost wallet,,
22518L,dreamed i slept in and was late to a meeting i went to today ,,
9295S,Dreamed I told a friend something that was upsetting but it turned out ok,,
